%time Input_Analog Output_Analog
8.9596e-06 -0.82870726675 -0.32154215285
8.9597e-06 -0.826700095733 -0.321573786957
8.9598e-06 -0.824692598348 -0.321605293632
8.9599e-06 -0.822684775387 -0.321636672864
8.96e-06 -0.820676627644 -0.321667924639
8.9601e-06 -0.81866815591 -0.321699048945
8.9602e-06 -0.81665936098 -0.321730045771
8.9603e-06 -0.814650243645 -0.321760915104
8.9604e-06 -0.812640804699 -0.321791656931
8.9605e-06 -0.810631044935 -0.321822271241
8.9606e-06 -0.808620965147 -0.321852758022
8.9607e-06 -0.806610566128 -0.321883117261
8.9608e-06 -0.804599848672 -0.321913348947
8.9609e-06 -0.802588813573 -0.321943453068
8.961e-06 -0.800577461625 -0.321973429611
8.9611e-06 -0.798565793621 -0.322003278566
8.9612e-06 -0.796553810356 -0.32203299992
8.9613e-06 -0.794541512624 -0.322062593661
8.9614e-06 -0.79252890122 -0.322092059779
8.9615e-06 -0.790515976938 -0.322121398261
8.9616e-06 -0.788502740573 -0.322150609095
8.9617e-06 -0.78648919292 -0.322179692271
8.9618e-06 -0.784475334773 -0.322208647777
8.9619e-06 -0.782461166927 -0.322237475601
8.962e-06 -0.780446690178 -0.322266175733
8.9621e-06 -0.778431905322 -0.32229474816
8.9622e-06 -0.776416813152 -0.322323192872
8.9623e-06 -0.774401414466 -0.322351509857
8.9624e-06 -0.772385710058 -0.322379699104
8.9625e-06 -0.770369700724 -0.322407760603
8.9626e-06 -0.768353387261 -0.322435694341
8.9627e-06 -0.766336770464 -0.322463500309
8.9628e-06 -0.76431985113 -0.322491178495
8.9629e-06 -0.762302630054 -0.322518728888
8.963e-06 -0.760285108033 -0.322546151477
8.9631e-06 -0.758267285863 -0.322573446252
8.9632e-06 -0.756249164342 -0.322600613202
8.9633e-06 -0.754230744265 -0.322627652315
8.9634e-06 -0.75221202643 -0.322654563583
8.9635e-06 -0.750193011634 -0.322681346993
8.9636e-06 -0.748173700673 -0.322708002536
8.9637e-06 -0.746154094345 -0.3227345302
8.9638e-06 -0.744134193448 -0.322760929976
8.9639e-06 -0.742113998778 -0.322787201853
8.964e-06 -0.740093511133 -0.32281334582
8.9641e-06 -0.738072731311 -0.322839361868
8.9642e-06 -0.736051660109 -0.322865249986
